id_et_flight,friendly_id,departure_point,arrival_point,departure_time,arrival_time,et_flight_date,capacity,quantity,is_active
5303,F19A18D62C6B45C,SKBO,ESKN,13:58,10:04,2020-06-12,350,0,1
5304,CE73465B61DE405,ESKN,SKBO,18:22,15:24,2020-06-12,340,0,1
5305,1E9853CBE4094DC,SKBO,LSZB,01:15,22:26,2020-06-12,270,0,1
5306,C4D80CCE77494DC,LSZB,SKBO,02:13,23:27,2020-06-12,260,0,1
5307,A4F3EB2C000644A,SKBO,LSZB,13:15,10:29,2020-06-12,360,0,1
5308,E7D86670946B4F2,LSZB,SKBO,14:13,11:25,2020-06-12,360,0,1
5309,B78A5655AA7E416,SVMI,SEQM,06:50,15:59,2020-06-12,230,0,1
5310,11A0EDB4B9F24A1,SVMI,SEQM,18:50,03:53,2020-06-12,290,0,1
5311,D9C1208032734E8,SEQM,SPIM,02:24,11:36,2020-06-12,250,0,1
5312,292B8C55E3BE424,SEQM,SPIM,14:24,23:37,2020-06-12,240,0,1
5313,3F3B1E1EA2FB4CC,SEQM,SLLP,01:18,11:23,2020-06-12,280,0,1
5314,486382836E1B479,SLLP,SEQM,01:13,11:21,2020-06-12,260,0,1
5315,851657B54A56473,SEQM,SLLP,09:18,19:31,2020-06-12,210,0,1
5316,F2A827F658C148B,SLLP,SEQM,09:13,19:15,2020-06-12,280,0,1
5317,7F144246AECE4A5,SEQM,SLLP,17:18,03:23,2020-06-12,250,0,1
5318,EBD63141B308466,SLLP,SEQM,17:13,03:25,2020-06-12,240,0,1
5319,6D6BB24150A74EE,SCEL,SEQM,02:19,13:19,2020-06-12,260,0,1
5320,310191689E22478,SCEL,SEQM,10:19,21:23,2020-06-12,200,0,1
5321,CAFBBA38D66A4A9,SCEL,SEQM,18:19,05:21,2020-06-12,240,0,1
5322,B1525EE0407A4B7,SABE,SEQM,00:45,11:45,2020-06-12,200,0,1
5323,811DE129CC74469,SABE,SEQM,12:45,23:47,2020-06-12,280,0,1
5324,EEE1F1969302409,SEQM,SUAA,10:55,20:00,2020-06-12,200,0,1
5325,8EC3301BC82C44D,SEQM,SUAA,22:55,08:57,2020-06-12,240,0,1
5326,72BF8B5B270C44A,LATI,SEQM,07:24,05:34,2020-06-12,250,0,1
5327,2DA450FEB9E9492,LATI,SEQM,19:24,17:28,2020-06-12,300,0,1
5328,D4A7B3F5DD1142E,SEQM,EDDI,10:31,07:34,2020-06-12,280,0,1
5329,70D24F60F77E4DA,SEQM,EDDI,22:31,19:45,2020-06-12,270,0,1
5330,379127A2B6534FA,UMMS,SEQM,01:14,23:21,2020-06-12,270,0,1
5331,0C3764A82858422,UMMS,SEQM,09:14,07:22,2020-06-12,390,0,1
5332,B080371C4BA5441,UMMS,SEQM,17:14,15:19,2020-06-12,280,0,1
5333,681707F90A1048E,SEQM,LKPR,10:16,08:17,2020-06-12,310,0,1
5334,EA4D65AED18A4F3,SEQM,LKPR,22:16,20:22,2020-06-12,300,0,1
5335,B2FEB52EF30C47C,SEQM,EKCH,00:13,21:23,2020-06-12,340,0,1
5336,5E11116573B048F,EKCH,SEQM,10:58,07:00,2020-06-12,350,0,1
5337,EB4D7AA910D14D1,SEQM,EKCH,12:13,09:15,2020-06-12,380,0,1
5338,38AC62AD87704EA,EKCH,SEQM,22:58,19:58,2020-06-12,250,0,1
5339,7C82171EBC8A442,LZIB,SEQM,04:37,02:49,2020-06-12,280,0,1
5340,7336F93438584C5,LZIB,SEQM,16:37,14:45,2020-06-12,380,0,1
5341,61FC90DB01B94FD,SEQM,LJLJ,01:50,23:53,2020-06-12,260,0,1
5342,38F95DED0C94418,SEQM,LJLJ,09:50,07:00,2020-06-12,320,0,1
5343,D613E5ADA51F4B8,SEQM,LJLJ,17:50,15:51,2020-06-12,390,0,1
5344,75F0015DB100486,SEQM,LEMD,04:12,01:22,2020-06-12,340,0,1
5345,1DF8D5E4550F466,SEQM,LEMD,16:12,13:23,2020-06-12,270,0,1
5346,E1044CC3CA5E4AC,EETN,SEQM,09:51,07:57,2020-06-12,280,0,1
5347,AAD8D80E53BD43D,EETN,SEQM,21:51,19:53,2020-06-12,280,0,1
5348,9E18319BDFD94EE,SEQM,EFHK,08:57,05:08,2020-06-12,260,0,1
5349,0050437D784E436,SEQM,EFHK,20:57,17:06,2020-06-12,390,0,1
5350,189B8633227647B,LHBP,SEQM,05:41,03:47,2020-06-12,270,0,1
5351,83C95748048A4AB,LHBP,SEQM,17:41,15:51,2020-06-12,270,0,1
5352,5FE31A626EC64A5,EIDW,SEQM,07:21,03:35,2020-06-12,320,0,1
5353,C0ED06918834440,EIDW,SEQM,15:21,11:35,2020-06-12,270,0,1
5354,695AEC583E194F5,EIDW,SEQM,23:21,19:34,2020-06-12,250,0,1
5355,43B4C28B966F48C,SEQM,BIKF,01:02,23:02,2020-06-12,330,0,1
5356,248CA13EB9864BF,SEQM,BIKF,09:02,07:08,2020-06-12,360,0,1
5357,9BE7E242266D40B,SEQM,BIKF,17:02,15:02,2020-06-12,340,0,1
5358,E0A17D4296A0486,LIRA,SEQM,00:38,21:46,2020-06-12,340,0,1
5359,FAFF1914759A47C,LIRA,SEQM,12:38,09:51,2020-06-12,290,0,1
5360,A659562A2943467,SEQM,EVRA,01:35,23:45,2020-06-12,330,0,1
5361,0ABC65343EE644C,EVRA,SEQM,08:38,06:50,2020-06-12,280,0,1
5362,7F695BB65672411,SEQM,EVRA,13:35,11:42,2020-06-12,380,0,1
5363,2290552541D446B,EVRA,SEQM,20:38,18:40,2020-06-12,300,0,1
5364,BEC17915D6F044D,SEQM,LMML,06:51,03:59,2020-06-12,260,0,1
5365,77A877E38F4C4AD,SEQM,LMML,18:51,15:05,2020-06-12,270,0,1
5366,A5DED1E6C7084C4,SEQM,EGLL,04:07,02:13,2020-06-12,310,0,1
5367,6002AAD5A0B24C2,EGLL,SEQM,04:55,02:58,2020-06-12,390,0,1
5368,D8EA49811A2A4C5,SEQM,EGLL,16:07,14:17,2020-06-12,250,0,1
5369,9613D615D58041F,EGLL,SEQM,16:55,14:57,2020-06-12,270,0,1
5370,66F08D9EC6DF404,ESKN,SEQM,05:43,02:51,2020-06-12,250,0,1
5371,F77404674ED047D,ESKN,SEQM,17:43,14:44,2020-06-12,260,0,1
5372,56C75C029AD0491,SEQM,LSZB,00:44,21:47,2020-06-12,350,0,1
5373,1E55405AF2DD4DB,LSZB,SEQM,06:59,03:00,2020-06-12,330,0,1
5374,52489EE6A496432,SEQM,LSZB,08:44,05:58,2020-06-12,290,0,1
5375,2F3751661451458,LSZB,SEQM,14:59,11:02,2020-06-12,360,0,1
5376,D7DEBF66C1FF463,SEQM,LSZB,16:44,13:51,2020-06-12,250,0,1
5377,BD343040401E4C0,LSZB,SEQM,22:59,19:59,2020-06-12,350,0,1
5378,508FADC8FD84491,SUAA,SVMI,02:08,12:08,2020-06-12,290,0,1
5379,36A5DD257952421,SUAA,SVMI,14:08,00:11,2020-06-12,220,0,1
5380,FCE154E93FB643D,SVMI,EDDI,01:09,22:12,2020-06-12,280,0,1
5381,E9FFBB4E47574D7,EDDI,SVMI,04:28,01:42,2020-06-12,330,0,1
5382,7557E963CC13445,SVMI,EDDI,13:09,10:16,2020-06-12,320,0,1
5383,ED65F45BDC5C49A,EDDI,SVMI,16:28,13:29,2020-06-12,390,0,1
5384,D6ADC4750AA347A,LOWW,SVMI,02:31,23:31,2020-06-12,330,0,1
5385,D4959FD30B1B410,LOWW,SVMI,14:31,11:35,2020-06-12,390,0,1
5386,9487AE5B7A83444,EBCI,SVMI,04:02,01:05,2020-06-12,350,0,1
5387,EAF4D8ADE78648A,EBCI,SVMI,12:02,09:13,2020-06-12,350,0,1
5388,20835A4C1A9F43E,EBCI,SVMI,20:02,17:09,2020-06-12,350,0,1
5389,85A407DA304A458,SVMI,UMMS,02:13,00:13,2020-06-12,350,0,1
5390,BFA526C37C16448,SVMI,UMMS,14:13,12:20,2020-06-12,250,0,1
5391,22A35FCC0235441,LDZA,SVMI,09:33,07:45,2020-06-12,270,0,1
5392,FBA0FAA0F4E44BF,LDZA,SVMI,21:33,19:35,2020-06-12,290,0,1
5393,152C877821E04C8,SVMI,LJLJ,00:23,22:37,2020-06-12,390,0,1
5394,1AFE0BAFDC134EE,SVMI,LJLJ,12:23,10:29,2020-06-12,330,0,1
5395,D08B0B6E419F471,LEMD,SVMI,02:00,23:08,2020-06-12,330,0,1
5396,3720542A5F7F4B7,LEMD,SVMI,14:00,11:04,2020-06-12,300,0,1
5397,423F1D0B674C484,SVMI,LFPG,01:59,22:08,2020-06-12,290,0,1
5398,310E4C08F3EE4A2,SVMI,LFPG,13:59,10:08,2020-06-12,330,0,1
5399,A87E11391C594D4,SVMI,LGAV,03:44,00:44,2020-06-12,250,0,1
5400,FBCDFB800520412,SVMI,LGAV,15:44,12:44,2020-06-12,250,0,1
5401,57E006F64B4542E,LIRA,SVMI,05:30,02:39,2020-06-12,390,0,1
5402,3BA57635B9E14A6,LIRA,SVMI,17:30,14:36,2020-06-12,280,0,1
5403,824FE870247947F,SVMI,EVRA,04:09,02:18,2020-06-12,340,0,1
5404,7F65C85B85A847B,SVMI,EVRA,12:09,10:15,2020-06-12,270,0,1
5405,23201AE416D5402,SVMI,EVRA,20:09,18:15,2020-06-12,250,0,1
5406,AD1005E7D79C4BB,ELLX,SVMI,11:21,08:26,2020-06-12,360,0,1
5407,6EB1D0A3957140F,ELLX,SVMI,23:21,20:27,2020-06-12,300,0,1
5408,08592905435341F,ENGM,SVMI,03:06,00:09,2020-06-12,320,0,1
5409,D9ECE39C5D73401,ENGM,SVMI,15:06,12:08,2020-06-12,360,0,1
5410,276900EA4DEE46F,EPMO,SVMI,04:50,02:54,2020-06-12,300,0,1
5411,5935237B44DC466,EPMO,SVMI,16:50,14:56,2020-06-12,370,0,1
5412,4ACCBE2621454C8,EGLL,SVMI,02:04,00:06,2020-06-12,360,0,1
5413,820B583DCC4540A,EGLL,SVMI,14:04,12:13,2020-06-12,280,0,1
5414,D1EEC22B8B7147C,SBBR,SABE,04:20,13:27,2020-06-12,280,0,1
5415,FB386E43D964487,SBBR,SABE,16:20,01:25,2020-06-12,220,0,1
5416,505FF87CD4D34E7,SGAS,SBBR,10:14,20:22,2020-06-12,210,0,1
5417,2431651117A441D,SGAS,SBBR,22:14,08:27,2020-06-12,200,0,1
5418,782EE8D1CA31478,SBBR,EDDI,06:53,01:05,2020-06-12,330,0,1
5419,015380EEE30C43A,SBBR,EDDI,18:53,13:00,2020-06-12,270,0,1
5420,1259B9E90AB1492,SBBR,EBCI,08:10,03:16,2020-06-12,250,0,1
5421,46A8E4E3C6F5406,SBBR,EBCI,20:10,15:12,2020-06-12,300,0,1
5422,578FE8294798417,SBBR,UMMS,10:36,06:48,2020-06-12,250,0,1
5423,0DCE43821B8F417,UMMS,SBBR,06:16,02:25,2020-06-12,300,0,1
5424,C80A17178D294E0,SBBR,UMMS,22:36,18:36,2020-06-12,340,0,1
5425,D1478D75776E4B9,UMMS,SBBR,18:16,14:30,2020-06-12,290,0,1
5426,431D342573C64FE,LBSF,SBBR,09:09,05:09,2020-06-12,290,0,1
5427,4E6B9FCF87884E8,LBSF,SBBR,21:09,17:19,2020-06-12,360,0,1
5428,598CDB1DFC8E403,SBBR,EKCH,10:10,05:14,2020-06-12,320,0,1
5429,6CCC34C923FC4A6,SBBR,EKCH,22:10,17:12,2020-06-12,370,0,1
5430,083E746FAA04424,SBBR,LJLJ,11:37,07:37,2020-06-12,380,0,1
5431,02208EB51419408,SBBR,LJLJ,23:37,19:37,2020-06-12,300,0,1
5432,52CF7E60C9AF469,EHAM,SBBR,06:57,01:00,2020-06-12,270,0,1
5433,26302098FD91426,EHAM,SBBR,14:57,09:59,2020-06-12,290,0,1
5434,3E2CC59F780A46B,EHAM,SBBR,22:57,17:00,2020-06-12,340,0,1
5435,AAA778A009284F3,BIKF,SBBR,10:09,06:23,2020-06-12,270,0,1
5436,115E3F721A444E5,BIKF,SBBR,22:09,18:15,2020-06-12,330,0,1
5437,826C003581D6491,SBBR,EVRA,05:17,01:26,2020-06-12,340,0,1
5438,4EC08832F1DD4B8,SBBR,EVRA,17:17,13:17,2020-06-12,360,0,1
5439,EB4980E0DE1C4B7,LPPT,SBBR,10:49,06:54,2020-06-12,390,0,1
5440,4327CB57ACAB496,LPPT,SBBR,22:49,18:00,2020-06-12,380,0,1
5441,DB6E0B41BA464A3,LSZB,SBBR,07:32,02:40,2020-06-12,300,0,1
5442,DFE3C71C64174F6,LSZB,SBBR,15:32,10:34,2020-06-12,370,0,1
5443,74746FC01BFA492,LSZB,SBBR,23:32,18:36,2020-06-12,320,0,1
5444,6E7B64F1CC0B49A,SPIM,SLLP,09:09,19:12,2020-06-12,200,0,1
5445,3486636BF49642B,SLLP,SPIM,08:12,18:25,2020-06-12,240,0,1
5446,9263D799562743E,SPIM,SLLP,21:09,07:15,2020-06-12,270,0,1
5447,F3C8CB7C29514EF,SLLP,SPIM,20:12,06:21,2020-06-12,280,0,1
5448,76A991AB4199412,SPIM,SCEL,11:20,22:22,2020-06-12,200,0,1
5449,DAA2E7CA98DA486,SPIM,SCEL,23:20,10:25,2020-06-12,220,0,1
5450,2C59F4BA8FE0429,SPIM,SABE,00:40,11:50,2020-06-12,220,0,1
5451,F22EE91099C84A8,SPIM,SABE,12:40,23:43,2020-06-12,280,0,1
5452,A7A6B729C65B410,SPIM,SGAS,04:51,14:01,2020-06-12,200,0,1
5453,F85FD4AE05F9469,SPIM,SGAS,12:51,22:01,2020-06-12,260,0,1
5454,9D5B129C268C48B,SPIM,SGAS,20:51,06:01,2020-06-12,200,0,1
5455,E7F0926A35B64F1,LATI,SPIM,06:42,04:56,2020-06-12,330,0,1
5456,ED650FA2BD0640E,LATI,SPIM,14:42,12:56,2020-06-12,350,0,1
5457,B4F1AB981903496,LATI,SPIM,22:42,20:56,2020-06-12,330,0,1
5458,0DD65BEF28D744D,SPIM,EDDI,00:00,21:08,2020-06-12,370,0,1
5459,DD9FAA8F92364F0,SPIM,EDDI,12:00,09:08,2020-06-12,330,0,1
5460,6CC32F16AC6B40C,SPIM,LKPR,05:55,03:58,2020-06-12,260,0,1
5461,217DAF2524D64F7,LKPR,SPIM,00:16,22:24,2020-06-12,390,0,1
5462,D07BC65B6E844D8,SPIM,LKPR,17:55,15:59,2020-06-12,260,0,1
5463,2951201BA005460,LKPR,SPIM,12:16,10:24,2020-06-12,310,0,1
5464,78354E8F27874CD,SPIM,LJLJ,06:11,04:12,2020-06-12,380,0,1
5465,DFC35C77D2614B3,SPIM,LJLJ,18:11,16:12,2020-06-12,310,0,1
5466,F1F69775D19A4F2,SPIM,LEMD,01:00,22:01,2020-06-12,340,0,1
5467,4C528BC5552B4AD,LEMD,SPIM,00:56,21:03,2020-06-12,390,0,1
5468,4680F7005040487,SPIM,LEMD,13:00,10:11,2020-06-12,270,0,1
5469,7432D484FB714E4,LEMD,SPIM,12:56,09:03,2020-06-12,360,0,1
5470,1255AB25D0A3473,SPIM,LGAV,10:10,07:22,2020-06-12,370,0,1
5471,4BBB7E4A86E74A4,SPIM,LGAV,22:10,19:24,2020-06-12,340,0,1
5472,D7E35A58D7E040B,BIKF,SPIM,07:47,05:50,2020-06-12,350,0,1
5473,D6A55409616F435,BIKF,SPIM,15:47,13:53,2020-06-12,250,0,1
5474,016900EDD50747A,BIKF,SPIM,23:47,21:56,2020-06-12,310,0,1
5475,C7DC7FA746A34DE,LIRA,SPIM,02:15,23:28,2020-06-12,340,0,1
5476,20D8E4679CEE40E,LIRA,SPIM,10:15,07:17,2020-06-12,370,0,1
5477,963CD12BE259428,LIRA,SPIM,18:15,15:15,2020-06-12,290,0,1
5478,A9B6E9454C6A404,ENGM,SPIM,04:32,01:37,2020-06-12,290,0,1
5479,66C0DAC2122C4C5,ENGM,SPIM,12:32,09:43,2020-06-12,340,0,1
5480,8FF7AB13D40D422,ENGM,SPIM,20:32,17:45,2020-06-12,310,0,1
5481,1F5FFE5F6B294DA,SPIM,EPMO,10:28,08:29,2020-06-12,310,0,1
5482,24C31D401AE041B,SPIM,EPMO,22:28,20:30,2020-06-12,260,0,1
5483,031B4310BE4A46E,SPIM,LPPT,01:28,23:42,2020-06-12,290,0,1
5484,FF2DDEDEC95A406,LPPT,SPIM,05:44,03:57,2020-06-12,280,0,1
5485,3E86A531279F4F0,SPIM,LPPT,09:28,07:30,2020-06-12,310,0,1
5486,F7995400582B456,LPPT,SPIM,13:44,11:54,2020-06-12,360,0,1
5487,F8D615CB6B90427,SPIM,LPPT,17:28,15:34,2020-06-12,270,0,1
5488,EA337B47FD0C415,LPPT,SPIM,21:44,19:53,2020-06-12,330,0,1
5489,81EE106C034247F,SPIM,ESKN,04:10,01:20,2020-06-12,320,0,1
5490,464900D749AA43C,SPIM,ESKN,12:10,09:13,2020-06-12,330,0,1
5491,C40C924524B4411,SPIM,ESKN,20:10,17:21,2020-06-12,270,0,1
5492,E12387401D5944D,LSZB,SPIM,03:40,00:49,2020-06-12,340,0,1
5493,29938F24D0554DF,LSZB,SPIM,11:40,08:52,2020-06-12,270,0,1
5494,7D33A38B4C9D43B,LSZB,SPIM,19:40,16:48,2020-06-12,310,0,1
5495,3A97DBFA948E410,SCEL,SLLP,07:24,17:25,2020-06-12,230,0,1
5496,3D49DF9C9EE24BC,SCEL,SLLP,15:24,01:36,2020-06-12,240,0,1
5497,FD7AB5C4A84445D,SCEL,SLLP,23:24,09:29,2020-06-12,230,0,1
5498,8F65BC03D53242E,SABE,SLLP,04:35,14:47,2020-06-12,250,0,1
5499,C61003FEF38D493,SABE,SLLP,16:35,02:48,2020-06-12,260,0,1
5500,31F90621D8924CA,SLLP,SGAS,03:21,12:27,2020-06-12,210,0,1
5501,BEBBE341D01E4C8,SLLP,SGAS,11:21,20:23,2020-06-12,290,0,1
5502,0B1E5B40594647E,SLLP,SGAS,19:21,04:34,2020-06-12,200,0,1
5503,A7A0D9DB9A004CC,SUAA,SLLP,05:04,14:16,2020-06-12,220,0,1
5504,2BD16E5F6C8A400,SUAA,SLLP,13:04,22:15,2020-06-12,200,0,1
5505,A8BAD179D7CD414,SUAA,SLLP,21:04,06:07,2020-06-12,240,0,1
5506,27EDFE0050A84B8,EDDI,SLLP,11:19,07:25,2020-06-12,280,0,1
5507,E367945FB1E94F2,EDDI,SLLP,23:19,19:24,2020-06-12,260,0,1
5508,8910E7D5C10A4A7,SLLP,LOWW,00:15,20:20,2020-06-12,260,0,1
5509,4B9B0FAC735C4F3,SLLP,LOWW,08:15,04:21,2020-06-12,320,0,1
5510,9B090C0C1B2443E,SLLP,LOWW,16:15,12:29,2020-06-12,300,0,1
5511,CB932AF0D8FA4C6,SLLP,EBCI,00:45,20:52,2020-06-12,290,0,1
5512,CD79798E458F481,EBCI,SLLP,00:55,20:05,2020-06-12,340,0,1
5513,50EB8F614D72405,SLLP,EBCI,12:45,08:47,2020-06-12,270,0,1
5514,33FCC49577B14DC,EBCI,SLLP,12:55,08:00,2020-06-12,360,0,1
5515,492DEC6CA3994E0,UMMS,SLLP,08:00,05:01,2020-06-12,370,0,1
5516,64FC21C6EE7E434,UMMS,SLLP,20:00,17:08,2020-06-12,290,0,1
5517,6DE3DD2109044CF,SLLP,LBSF,02:14,23:14,2020-06-12,270,0,1
5518,C4699DC8DAD1407,LBSF,SLLP,05:17,02:27,2020-06-12,390,0,1
5519,719A9DE896544D6,SLLP,LBSF,14:14,11:16,2020-06-12,280,0,1
5520,7ABADD8772714CE,LBSF,SLLP,17:17,14:17,2020-06-12,370,0,1
5521,90919C52E1B8420,SLLP,EKCH,08:08,04:10,2020-06-12,320,0,1
5522,B1429037A3914E3,SLLP,EKCH,20:08,16:18,2020-06-12,320,0,1
5523,7C4E2759A0014B1,SLLP,EETN,05:47,02:58,2020-06-12,270,0,1
5524,2D0A9A1F426E43B,EETN,SLLP,10:07,07:13,2020-06-12,270,0,1
5525,F1E8F26A83A5478,SLLP,EETN,17:47,14:55,2020-06-12,360,0,1
5526,ACC3501D125E4CF,EETN,SLLP,22:07,19:07,2020-06-12,300,0,1
5527,D356F1D4097C4A5,SLLP,EFHK,06:08,02:13,2020-06-12,320,0,1
5528,8BE7CDE116064A8,EFHK,SLLP,06:51,02:52,2020-06-12,270,0,1
5529,5AC2D0DC43E548B,SLLP,EFHK,14:08,10:08,2020-06-12,370,0,1
5530,0B1A092F8A3F406,EFHK,SLLP,14:51,10:59,2020-06-12,340,0,1
5531,D8B8791418F74FF,SLLP,EFHK,22:08,18:17,2020-06-12,320,0,1
5532,4B723E6BC44D4DD,EFHK,SLLP,22:51,18:51,2020-06-12,250,0,1
5533,41CF2E5AF9B1482,SLLP,LHBP,08:01,05:15,2020-06-12,330,0,1
5534,CE53663C259840F,SLLP,LHBP,20:01,17:03,2020-06-12,290,0,1
5535,60269455F5BA402,LMML,SLLP,06:04,02:11,2020-06-12,300,0,1
5536,F900DF7DE7B94E1,LMML,SLLP,18:04,14:04,2020-06-12,390,0,1
5537,E09A11DE52034BA,SLLP,ENGM,05:15,01:21,2020-06-12,280,0,1
5538,066B2D00B7414E2,SLLP,ENGM,13:15,09:24,2020-06-12,300,0,1
5539,E29E585E0ED84A8,SLLP,ENGM,21:15,17:17,2020-06-12,260,0,1
5540,277A88027A304F3,SLLP,EPMO,00:24,21:37,2020-06-12,390,0,1
5541,77C33E825878456,EPMO,SLLP,11:39,08:51,2020-06-12,390,0,1
5542,972254FA373C42F,SLLP,EPMO,12:24,09:35,2020-06-12,320,0,1
5543,FDA3C59FD0BF45E,EPMO,SLLP,23:39,20:44,2020-06-12,260,0,1
5544,AB1CE2FF0A0C423,SGAS,SCEL,05:39,15:50,2020-06-12,260,0,1
5545,E99D8B0CD2274CD,SGAS,SCEL,17:39,03:42,2020-06-12,200,0,1
5546,D3EEFC8DEAEF475,SCEL,LATI,05:53,01:03,2020-06-12,320,0,1
5547,995B2920FD8D4BA,SCEL,LATI,13:53,09:03,2020-06-12,340,0,1
5548,A675F1729E48402,SCEL,LATI,21:53,17:53,2020-06-12,280,0,1
5549,EB22E1B1B31E425,SCEL,EDDI,04:09,23:17,2020-06-12,290,0,1
5550,F3242E1054704AC,EDDI,SCEL,01:14,20:21,2020-06-12,350,0,1
5551,281BDD3D52D24DD,SCEL,EDDI,12:09,07:14,2020-06-12,360,0,1
5552,62794BB229C0487,EDDI,SCEL,09:14,04:20,2020-06-12,360,0,1
5553,E696D46DE79A49A,SCEL,EDDI,20:09,15:19,2020-06-12,310,0,1
5554,A10D896E7D894E1,EDDI,SCEL,17:14,12:22,2020-06-12,300,0,1
5555,B88AA60213794C4,SCEL,LOWW,03:45,22:47,2020-06-12,310,0,1
5556,C3D0BA64131C421,SCEL,LOWW,11:45,06:57,2020-06-12,350,0,1
5557,3AA838E93B74476,SCEL,LOWW,19:45,14:52,2020-06-12,260,0,1
5558,9A8046630BDD46E,SCEL,UMMS,11:56,07:03,2020-06-12,320,0,1
5559,E1FE87CF3F15496,SCEL,UMMS,23:56,19:06,2020-06-12,380,0,1
5560,4B0D6322D5B2418,LDZA,SCEL,02:23,22:36,2020-06-12,250,0,1
5561,DB36D9D510CA42A,LDZA,SCEL,14:23,10:24,2020-06-12,310,0,1
5562,B08F24AFE9A843E,EKCH,SCEL,05:38,00:50,2020-06-12,370,0,1
5563,7335C5494CAA48C,EKCH,SCEL,17:38,12:52,2020-06-12,320,0,1
5564,D94D294E7CA4437,LEMD,SCEL,00:53,19:53,2020-06-12,320,0,1
5565,3920A59399AD4DD,LEMD,SCEL,12:53,07:58,2020-06-12,290,0,1
5566,1AFB9538FA5E40B,SCEL,EETN,00:42,20:56,2020-06-12,290,0,1
5567,5A1109BB8225450,SCEL,EETN,08:42,04:46,2020-06-12,300,0,1
5568,7C1B8C99D2A74AC,SCEL,EETN,16:42,12:46,2020-06-12,280,0,1
5569,D2188681A86D4B6,LGAV,SCEL,02:08,21:12,2020-06-12,280,0,1
5570,C7F9F9FA723D4A1,LGAV,SCEL,10:08,05:20,2020-06-12,250,0,1
5571,DD001C58660743B,LGAV,SCEL,18:08,13:19,2020-06-12,320,0,1
5572,AFE54122EA054A4,EHAM,SCEL,05:16,00:24,2020-06-12,290,0,1
5573,D7527CC9A6BB460,EHAM,SCEL,13:16,08:21,2020-06-12,330,0,1
5574,354B112A89CA4DC,EHAM,SCEL,21:16,16:24,2020-06-12,310,0,1
5575,D2D384361517407,EIDW,SCEL,05:37,23:40,2020-06-12,360,0,1
5576,6C02FDBDB70E465,EIDW,SCEL,17:37,11:41,2020-06-12,290,0,1
5577,36E2DB52245048D,EVRA,SCEL,03:03,23:06,2020-06-12,370,0,1
5578,8BC0DCB2B9174CB,EVRA,SCEL,11:03,07:16,2020-06-12,270,0,1
5579,6E026B993ECE4A7,EVRA,SCEL,19:03,15:12,2020-06-12,290,0,1
5580,19383F5CC72D401,EPMO,SCEL,03:31,23:40,2020-06-12,360,0,1
5581,31DBC661052145D,EPMO,SCEL,15:31,11:35,2020-06-12,250,0,1
5582,EF9B089DFB124D8,SCEL,LPPT,08:50,04:00,2020-06-12,290,0,1
5583,9EC1553491FB4D6,LPPT,SCEL,01:58,21:08,2020-06-12,360,0,1
5584,E0F4EFD6DF03427,SCEL,LPPT,20:50,16:53,2020-06-12,280,0,1
5585,AA10FDDDF18A418,LPPT,SCEL,13:58,09:07,2020-06-12,310,0,1
5586,D2BA3F9A6381460,EGLL,SCEL,02:35,22:49,2020-06-12,390,0,1
5587,939F82A002C340E,EGLL,SCEL,14:35,10:48,2020-06-12,360,0,1
5588,5BD431D0B485428,SCEL,ESKN,01:06,20:09,2020-06-12,360,0,1
5589,378A0EAF16404C6,SCEL,ESKN,09:06,04:06,2020-06-12,370,0,1
5590,B5FF0A712FA64D5,SCEL,ESKN,17:06,12:12,2020-06-12,380,0,1
5591,8071DD10541C4A8,SCEL,LSZB,06:13,01:19,2020-06-12,350,0,1
5592,4C6D6D352E71404,LSZB,SCEL,11:25,06:26,2020-06-12,330,0,1
5593,D5BB30F86345492,SCEL,LSZB,18:13,13:17,2020-06-12,290,0,1
5594,702F0C438749473,LSZB,SCEL,23:25,18:34,2020-06-12,300,0,1
5595,2ECA7CA9A2704DC,SGAS,SABE,00:53,10:55,2020-06-12,240,0,1
5596,CE6C9BE678B24A3,SGAS,SABE,08:53,18:53,2020-06-12,260,0,1
5597,A820F5C22CA54E3,SGAS,SABE,16:53,02:07,2020-06-12,250,0,1
5598,633C13AEA4BA42B,SABE,LATI,11:38,07:52,2020-06-12,370,0,1
5599,ECF30ED4AA16402,LATI,SABE,09:56,05:04,2020-06-12,250,0,1
5600,59F5C2B8406D4A2,SABE,LATI,23:38,19:41,2020-06-12,260,0,1
5601,9512F5F8E5644C8,LATI,SABE,21:56,17:02,2020-06-12,260,0,1
5602,8F08BF598455455,SABE,EDDI,01:54,20:55,2020-06-12,270,0,1
5603,A62DB9331703464,SABE,EDDI,13:54,08:03,2020-06-12,360,0,1
5604,268525F1B8B1441,EBCI,SABE,03:43,22:52,2020-06-12,300,0,1
5605,EBC708B7419348F,EBCI,SABE,15:43,10:53,2020-06-12,250,0,1
5606,B048504E364A4E9,SABE,UMMS,10:09,06:18,2020-06-12,270,0,1
5607,F88BB36E458F462,SABE,UMMS,22:09,18:19,2020-06-12,320,0,1
5608,A67D722B633E437,SABE,LJLJ,01:37,21:37,2020-06-12,280,0,1
5609,CD3CCB4B88EA496,SABE,LJLJ,13:37,09:43,2020-06-12,260,0,1
5610,7E436D040C6B41C,SABE,LEMD,09:02,04:15,2020-06-12,290,0,1
5611,BE74ADCFC26F4B4,SABE,LEMD,21:02,16:04,2020-06-12,300,0,1
5612,FCD2326A70EB442,EFHK,SABE,09:05,04:14,2020-06-12,300,0,1
